21/01/23   | Already a customer has joined our Exhibition. End of the day after seeing all the fabrics he will contact us (customer informed). He's a sofa manufacturer looking for sofa fabric. Looking for Semi Classic & Contemporary sofa fabric | Yes
21/01/23   | Need sofa fabric, kindly send the salesperson to my address, #101, Washleigh Manor, Rustam Bagh, old airport road B'lore-560017 | Yes
21/01/23   | Customer will visit directly to the Bangalore branch on 4th July 2023 | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Busy                                         | No
21/01/23   | Busy                                         | No
21/01/23   | Busy with some work, will call after some time (Customer informed) | Yes
21/01/23   | Need Curtain fabric, height 8 feet, and width 10 feet, need 2 curtain fabrics | Yes
21/01/23   | Already bought the fabrics from another website. Currently not looking for any fabrics | Yes
21/01/23   | Customer need Sofa Catalogs, Trade Name: Legacy Furniture & Interiors, Near Shiram Luxor Apt ground floor No 16, Kanakasree housing society, Hennur B'lore -562149, Kindly visit on 6th July | Yes
21/01/23   | RNR                                          | No
21/01/23   | RNR                                          | No
21/01/23   | Looking for Sofa & Curtain fabric (Staying in Jalahalli B'lore) | Yes
21/01/23   | RNR                                          | No
21/01/23   | RNR                                          | No
21/01/23   | Switch off                                   | No
21/01/23   | Customer will visit directly to HBR branch on 8th July (looking for the latest sofa collection) | Yes
21/01/23   | Busy                                         | No
21/01/23   | Switch off                                   | No
21/01/23   | No incoming call                             | No
21/01/23   | RNR                                          | No
21/01/23   | Busy with some work, will call after some time (customer informed) | Yes
21/01/23   | Looking for high-range curtain (Tamil Nadu) (personal use) | Yes
21/01/23   | RNR                                          | No
21/01/23   | RNR                                          | No
21/01/23   | Looking for sofa set, not interested in fabric | No
21/01/23   | Looking for Customized curtains, staying near Cabin Park B'lore | Yes
21/01/23   | Busy with some work, will call on 4th @11 am | Yes
21/01/23   | Already bought the fabrics from another website. Currently not looking for any fabrics | Yes
21/01/23   | RNR                                          | No
21/01/23   | Need leather-like sofa fabrics with price (Don't know the file name) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Busy                                         | No
21/01/23   | Busy with some work, will call after some time (customer informed) | Yes
21/01/23   | Switch off                                   | No
21/01/23   | Busy with some work, need sofa catalog with price list | Yes
21/01/23   | Looking for sofa fabric for the living area, need Catalogs | Yes
21/01/23   | Customer need Premium quality curtain & sofa fabric Catalog in PDF, Address: Ambattu house, Pazhamthottam. P.o, Ernakulam dist, Kerala -683565 | Yes
21/01/23   | Not connecting the call                       | No
21/01/23   | Busy                                         | No
21/01/23   | Busy                                         | No
21/01/23   | Looking for sofa fabric catalog in PDF        | Yes
21/01/23   | Looking for sofa set, not interested in fabric | No
21/01/23   | Need Sofa & Curtain Catalogs in PDF format    | Yes
21/01/23   | Not connecting the call                       | No
21/01/23   | RNR                                          | No
21/01/23   | Switch off                                   | No
21/01/23   | Switch Off                                  | No
21/01/23   | Already bought the fabrics from another website. Currently not looking for any fabrics | Yes
21/01/23   | Busy with some work, will call after sometime (Customer informed) | Yes
21/01/23   | Looking for sofa & Curtain Fabric for personal use | Yes
21/01/23   | DND                                         | No
21/01/23   | Looking for sofa set, not interested in fabric | No
21/01/23   | Looking for Sofa Fabric need catalog to select the fabric | Yes
21/01/23   | Looking for sofa & Curtain Fabric for personal use | Yes
21/01/23   | Busy with some work, will call after 6 pm (AP customer) | Yes
21/01/23   | Looking for sofa set, not interested in fabric | No
21/01/23   | RNR                                          | No
21/01/23   | Switch off                                   | No
21/01/23   | No incoming call                            | No
21/01/23   | RNR                                          | No
21/01/23   | Busy with some work, will call after some time (Customer informed) | Yes
21/01/23   | Looking for high-range curtain (Tamil Nadu) (personal use) | Yes
21/01/23   | RNR                                          | No
21/01/23   | RNR                                          | No
21/01/23   | Busy                                         | No
21/01/23   | Switch off                                   | No
21/01/23   | Busy with some work, will call after some days (Customer informed) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Already bought the fabrics from another website. Currently not looking for any fabrics | Yes
21/01/23   | RNR                                          | No
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Need Sofa & Curtain Catalogs in PDF format | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Not connecting the call                       | No
21/01/23   | Looking for sofa & Curtain catalog in PDF | Yes
21/01/23   | Looking for sofa set & Fabric, will get back soon (Customer informed) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Address: #35 Pravitha green lake layout, Ramasagat road, Chandapura. Given Appointment on 28th July After 10 am. Looking for sofa fabric for personal use | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Once selected the fabric from the collection will get back soon (Customer informed) | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Busy                                         | No
21/01/23   | Switch off                                   | No
21/01/23   | Busy with some work, will call after sometime (customer informed) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Looking for sofa set, not interested in fabric | No
21/01/23   | Call on 10th July @4 pm                      | Yes
21/01/23   | Need Sofa & Curtain Catalogs in PDF          | Yes
21/01/23   | RNR                                          | No
21/01/23   | Not connecting the call                       | No
21/01/23   | In between the conversation, customer disconnected the call | Yes
21/01/23   | Switch off                                   | No
21/01/23   | RNR                                          | No
21/01/23   | Not valid number                             | No
21/01/23   | Busy with customer, will call after sometime (Customer informed) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Looking for sofa set & Dining table set, 8-seater | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Need sofa catalog with price                 | Yes
21/01/23   | Need Curtain catalog in PDF format (Hyderabad) | Yes
21/01/23   | RNR                                          | No
21/01/23   | RNR                                          | No
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Customer need Premium quality curtain with Pink & White combination Catalog in PDF | Yes
21/01/23   | Need Sofa & Curtain Catalogs in PDF (vizag)  | Yes
21/01/23   | Switch off                                   | No
21/01/23   | Call forwarded                               | No
21/01/23   | Busy with some work, will call after some time (Customer informed) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Busy with some work, will call after some time (Customer informed) | Yes
21/01/23   | Busy                                         | No
21/01/23   | In between the conversation, customer disconnected the call | Yes
21/01/23   | Switch off                                   | No
21/01/23   | Already a customer has joined our Exhibition. End of the day after seeing all the fabrics he will contact us (customer informed). He's a sofa manufacturer looking for sofa fabric. | Yes
21/01/23   | RNR                                          | No
21/01/23   | Customer informed that they don't use any social media. | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Need Sofa & Curtain Catalogs in PDF          | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Not connecting the call                       | No
21/01/23   | Looking for sofa & Curtain catalog in PDF    | Yes
21/01/23   | Looking for sofa set, not interested in fabric | No
21/01/23   | Need sofa catalog (Rexine) (Staying in RR Nagar) | Yes
21/01/23   | Need sofa catalog (Rexine) (Hyderabad)        | Yes
21/01/23   | Need Curtain catalog in PDF format (Hyderabad) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Customer said it's a wrong number (Owner name: Ganga) | Yes
21/01/23   | Just saw the website, currently not interested | No
21/01/23   | Busy                                         | No
21/01/23   | Busy with some work, will call after sometime (customer informed) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Need leather-like sofa fabrics with price (Don't know the file name) | Yes
21/01/23   | RNR                                          | No
21/01/23   | Busy                                         | No
21/01/23   | Busy with some work, will call after sometime (customer informed) | Yes
21/01/23   | Switch off                                   | No
21/01/23   | Busy with some work, need sofa catalog with price list | Yes
21/01/23   | Looking for sofa fabric for the living area, need Catalogs | Yes
21/01/23   | RNR                                           | No
21/01/23   | Switch off                                    | No
21/01/23   | No incoming call                              | No
21/01/23   | Busy                                          | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Switch off                                    | No
21/01/23   | Customer staying near Hyd Showroom so she will visit our office directly. Looking for sofa & curtain fabric for personal use. | Yes
21/01/23   | Busy                                          | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Customer need Premium quality sofa catalog in PDF (PRODUCTION) (Kerala) | Yes
21/01/23   | RNR                                           | No
21/01/23   | RNR                                           | No
21/01/23   | RNR                                           | No
21/01/23   | Busy                                          | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Looking for Sofa sets not interested in fabric | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | RNR                                           | No
21/01/23   | RNR                                           | No
21/01/23   | Busy                                          | No
21/01/23   | Busy                                          | No
21/01/23   | Switch off, number not in use                | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | RNR                                           | No
21/01/23   | RNR                                           | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Out of network, Busy with some work, will call after some days (Customer informed) | Yes
21/01/23   | Busy                                          | No
21/01/23   | Looking for Sofa & curtain Fabric for personal use (Hyd) | Yes
21/01/23   | Looking for Premium range sofa fabric (Hyd) | Yes
21/01/23   | Busy with some work, call after 6:30 pm (Customer informed) | Yes
21/01/23   | Already bought sofa set, not looking for fabric | No
21/01/23   | Looking for Sofa sets not interested in fabric | Yes
21/01/23   | Looking for Curtain Fabric for personal use, Address: #23 opp SBI bank Dr. Rajendra Prasad Road, Girinagar, Bangalore 500085 | Yes
21/01/23   | Busy, Looking for Curtain fabric (Bassaveshwar Nagar) | Yes
21/01/23   | Looking for Curtain Fabric for personal use, Basaveshwara Nagar | Yes
21/01/23   | Already bought the sofa set from another website, currently not looking for any fabric | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Busy, Busy in meeting, call after 6 pm | Yes
21/01/23   | Looking for Sofa sets not interested in fabric | Yes
21/01/23   | Looking for Sofa sets not interested in fabric | Yes
21/01/23   | Busy, Looking for Chair Cover Fabric for personal use (Mangalore) | Yes
21/01/23   | RNR                                           | No
21/01/23   | Looking for Curtain fabric (B'lore local) | Yes
21/01/23   | DND                                           | No
21/01/23   | Looking for sofa set, not interested in fabric | Yes
21/01/23   | RNR                                           | No
21/01/23   | Looking for leather sofa fabric for personal use (Hyd) | Yes
21/01/23   | Already bought the sofa set from another website, currently not looking for any fabric | No
21/01/23   | Out of network, RNR | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Looking for sofa & Curtain Fabric, call August end. (Even looking for readymade Furniture | Yes
21/01/23   | Looking for Sofa Fabric, need catalog to select the fabric | Yes
21/01/23   | Looking for sofa & Curtain Fabric | Yes
21/01/23   | Busy, Kindly speak with this customer (Telugu), he doesn't know English | Yes
21/01/23   | Looking for sofa set, not interested in fabric (Hyd) | Yes
21/01/23   | Switch off, Call after 4 pm | No
21/01/23   | No incoming call, No incoming call | No
21/01/23   | RNR, RNR | No
21/01/23   | Already bought the sofa set from another website, currently not looking for any fabric | No
21/01/23   | Out of service, Out of service | No
21/01/23   | RNR, just saw the website currently not interested | No
21/01/23   | Busy, Busy | Yes
21/01/23   | Looking for sofa set, not interested in fabric | Yes
21/01/23   | RNR, Busy | No
21/01/23   | RNR, RNR | No
21/01/23   | RNR, Call after 3 pm, RNR | No
21/01/23   | Interior Design in Hyd, Looking for Sofa & Curtain Fabric | Yes
21/01/23   | Due to recharge (connection disconnected) | No
21/01/23   | RNR, Customer not picking the call but giving miss calls, RNR | No
21/01/23   | RNR, RNR | No
21/01/23   | Switch off, Call forwarded | No
21/01/23   | Looking for sofa set, not interested in fabric | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | RNR, RNR | No
21/01/23   | Already bought the sofa set from another website, currently not looking for any fabric | No
21/01/23   | Switch off, Switch off | No
21/01/23   | Busy, Busy, just saw the website currently not interested | Yes
21/01/23   | Looking for Sofa & Curtain fabric for personal use | Yes
21/01/23   | Currently out of station, Call after Aug 25th, 2023 | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Looking for Curtain fabric for personal use (JP Nagar) | Yes
21/01/23   | Call Disconnected, Looking for sofa, not interested in fabric | No
21/01/23   | Looking for sofa & Mattress, not interested in fabrics | No
21/01/23   | Call Disconnected, RNR | No
21/01/23   | De Frame Design Studio, Looking for Premium Sofa Fabric for his Client | Yes
21/01/23   | RNR, RNR | No
21/01/23   | RNR, RNR | No
21/01/23   | Busy with some work, Call after 4 pm, Not interested if need will call back (Customer informed) | Yes
21/01/23   | Looking for Curtain fabric for personal use (Kolar) | Yes
21/01/23   | RNR, Looking for leather sofa fabrics with price, need in PDF (personal use) (Hyd) | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | RNR, RNR | No
21/01/23   | RNR, RNR | No
21/01/23   | RNR, just saw the website currently not interested | No
21/01/23   | RNR, just saw the website currently not interested | No
21/01/23   | RNR, Out of station, call after 2 days | Yes
21/01/23   | Switch off, Looking for sofa & Curtain Fabric (RR Nagar) | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Already bought the sofa set from another website, currently not looking for any fabric | No
21/01/23   | Busy, RNR | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Customer said wrong number and disconnected the call | No
21/01/23   | RNR, Looking for sofa & Curtain fabric (Bannerghatta road) | Yes
21/01/23   | Showroom under renovation | Yes
21/01/23   | Customer asked to call after 5 pm, RNR, If needed, will call (Customer informed) | Yes
21/01/23   | Looking for 3+3 sofa cover & Fabric (Banashankari) | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | Just saw the website currently not interested | No
21/01/23   | RNR, RNR | No
21/01/23   | Looking for Upholstery Curtain, Address: SL 203, Shriram Spandhana, Challaghatta Village, near Murugeshpalaya, Bangalore - 560037 | Yes
21/01/23   | Busy, Urgent requirement, please call the customer (Hyd), motorized curtains | Yes
21/01/23   | Just saw the website currently not interested | No
21/01/23   | DND, never ever call this customer again | No
21/01/23   | Looking for sofa set, not interested in fabrics | Yes
21/01/23   | RNR, looking for curtain & Sofa fabric for personal use (Vizag) | Yes
21/01/23   | Busy, just saw the website currently not interested | No
21/01/23   | Busy, call after 4 pm, looking for pure leather fabric | Yes
21/01/23   | RNR, just saw the website currently not interested | No
21/01/23   | DND number | No
21/01/23   | RNR, RNR | No
21/01/23   | Customer needs sofa fabric (Hyd) for personal use | Yes
21/01/23   | RNR, Busy in meeting, call after 1 pm | Yes
21/01/23   | Busy, just saw the website currently not interested | No
21/01/23   | Busy, just saw the website currently not interested | No
21/01/23   | RNR, RNR | No
21/01/23   | RNR, looking for sofa set, not interested in fabric | Yes
21/01/23   | Looking for sofa set, not interested in fabric | Yes
21/01/23   | RNR, looking for sofa set, not interested in fabric | Yes
21/01/23   | Call after 6 pm, Busy | Yes
21/01/23   | RNR, Busy with some work, will call after 2 days | Yes
21/01/23   | Looking for sofa set, not interested in fabric | Yes
21/01/23   | Looking for sofa set, not interested in fabric | Yes
21/01/23   | RNR, looking for sofa & curtain fabric (Vijayawada), kindly speak with the customer in Telugu | Yes
21/01/23   | Out of network, Busy | No
21/01/23   | RNR, no number | No
21/01/23   | In between the conversation, customer disconnected | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Looking for Sofa Fabric need catalog to select the fabric | Yes
21/01/23   | RNR                                                      | No
21/01/23   | RNR                                                      | No
21/01/23   | Busy                                                     | No
21/01/23   | Busy                                                     | No
21/01/23   | RNR                                                      | No
21/01/23   | Looking for dining table chairs not looking for any fabrics | Yes
21/01/23   | Busy with some work will call later                      | Yes
21/01/23   | Just saw the website currently not interested              | No
21/01/23   | Call after 3 pm busy with some work                         | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Said okay okay and disconnected the call                   | Yes
21/01/23   | Looking for sofa & curtain fabrics for personal use (Sarjapura) | Yes
21/01/23   | Busy with work will call later                              | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Looking for Sofa Fabric need catalog to select the fabric (BIDAR) | Yes
21/01/23   | Looking for Sofa Fabric (B'lore E-city))                   | Yes
21/01/23   | Busy                                                     | No
21/01/23   | Looking for sofa fabric (Mandya)                           | Yes
21/01/23   | Looking for sofa set not interested in fabric              | Yes
21/01/23   | Already bought the fabric from another website              | No
21/01/23   | Looking for L shape sofa set not looking for fabric         | Yes
21/01/23   | Call forward                                             | No
21/01/23   | Looking for 3 setter sofa set not interested in fabric      | Yes
21/01/23   | Will call next month after the house renovation             | Yes
21/01/23   | Number due to recharge                                   | No
21/01/23   | RNR                                                      | No
21/01/23   | Customer can't speak right now, she's asking to call after 7 pm | Yes
21/01/23   | RNR                                                      | No
21/01/23   | No incoming call                                         | No
21/01/23   | Will call next month after the house renovation             | Yes
21/01/23   | Looking for 3 setter sofa set not interested in fabric      | Yes
21/01/23   | Call forward                                             | No
21/01/23   | Looking for L shape sofa set not looking for fabric         | Yes
21/01/23   | Number does not exist                                    | No
21/01/23   | RNR                                                      | No
21/01/23   | Looking for sofa com bed in leather or leather fabric       | Yes
21/01/23   | Busy with some work, call after 2 hours                   | Yes
21/01/23   | Busy                                                     | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Busy with some work, call after 3 pm                       | Yes
21/01/23   | Busy                                                     | No
21/01/23   | RNR                                                      | No
21/01/23   | Disconnected the call                                    | No
21/01/23   | RNR                                                      | No
21/01/23   | RNR                                                      | No
21/01/23   | Busy                                                     | No
21/01/23   | Busy                                                     | No
21/01/23   | Already bought the fabrics                                | No
21/01/23   | Busy                                                     | No
21/01/23   | Busy                                                     | No
21/01/23   | Looking for leather sofa set not looking for fabrics       | Yes
21/01/23   | Looking for sofa & curtain fabrics for personal use       | Yes
21/01/23   | Disconnected the call                                    | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Looking for curtain fabric for personal use               | Yes
21/01/23   | Switch off                                               | No
21/01/23   | RNR                                                      | No
21/01/23   | Looking for Curtain fabrics (Hyd)                         | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Looking for curtain fabrics (Hyd), I want to visit Hyd showroom, I have given the address | Yes
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | RNR                                                      | No
21/01/23   | Temporarily out of service                               | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Looking for leather sofa set not looking for fabrics       | Yes
21/01/23   | Disconnected the call                                    | No
21/01/23   | Already bought the fabric right now not interested        | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Customer said wrong number and disconnected the call      | No
21/01/23   | RNR                                                      | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | RNR                                                      | No
21/01/23   | RNR                                                      | No
21/01/23   | RNR                                                      | No
21/01/23   | Looking for sofa set not looking for any fabric          | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Call after 1 hr                                          | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Disconnected the call                                    | No
21/01/23   | Looking for sofa fabrics (Hyd), kindly speak with this customer | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Looking for sofa set (B'lore)                            | Yes
21/01/23   | Looking for sofa fabric (Bangalore)                      | Yes
21/01/23   | Busy                                                     | No
21/01/23   | Looking for leather sofa fabric (Bangalore)              | Yes
21/01/23   | Looking for L shape sofa set and window curtains (Mangalore) | Yes
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Looking for curtain fabric (Davangere)                   | Yes
21/01/23   | RNR                                                      | No
21/01/23   | Looking for 3 seater sofa set                           | Yes
21/01/23   | Wrong number                                            | No
21/01/23   | Busy                                                     | No
21/01/23   | RNR                                                      | No
21/01/23   | Just saw the website, currently not interested            | No
21/01/23   | Looking for sofa premium collection, will call next weekend once house renovation is done (customer informed) | Yes
21/01/23   | RNR                                                      | No
21/01/23   | RNR                                                      | No
21/01/23   | RNR                                                      | No
21/01/23   | RNR/Wholesaler looking for curtains collection (Udupi)  | Yes
21/01/23   | RNR                                                      | No
21/01/23   | NOT Answering the call/switch off/not interested                  | No
21/01/23   | Not answering the call                                            | No
21/01/23   | joined another institute, edureka fee is high                     | No
21/01/23   | NOT INTERESTED                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | WILL CAL BACK/not answering/CALLBACK                               | Yes
21/01/23   | not interested                                                    | No
21/01/23   | interested/busy                                                   | Yes
21/01/23   | out of service                                                    | No
21/01/23   | Not answering the call                                            | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | WRONG NUMBER                                                     | No
21/01/23   | INTERESTED                                                       | Yes
21/01/23   | BUSY                                                             | No
21/01/23   | Not interested                                                    | No
21/01/23   | online course only                                                | Yes
21/01/23   | interested                                                        | Yes
21/01/23   | out of coverage                                                   | No
21/01/23   | INTERESTED                                                       | Yes
21/01/23   | no correct info                                                   | No
21/01/23   | not answering                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | Not interested                                                    | No
21/01/23   | dicontinued intermediate                                          | No
21/01/23   | not answering/busy                                                | No
21/01/23   | Not interested                                                    | No
21/01/23   | not answering/no answering                                        | No
21/01/23   | not interested                                                    | No
21/01/23   | NOT ANSWERING/BUSY                                               | No
21/01/23   | interested                                                        | Yes
21/01/23   | Not interested                                                    | No
21/01/23   | Not interested                                                    | No
21/01/23   | Not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | Not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | switched off/switch off/SWITCH OFF                                 | No
21/01/23   | interested/learning course in office                              | Yes
21/01/23   | Not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | wrong number                                                     | No
21/01/23   | dicontinued schooling                                             | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | switch off/learning course, data analysts                          | No
21/01/23   | not interested                                                    | No
21/01/23   | switched off/switch off/SWITCH OFF                                 | No
21/01/23   | interested                                                        | Yes
21/01/23   | interested/not interested                                         | Yes
21/01/23   | completed only intermediate                                       | No
21/01/23   | not answering/not answering/NOT ANSWERING                         | No
21/01/23   | uneducated                                                       | No
21/01/23   | interested                                                        | Yes
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | not INterested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | looking for job                                                   | Yes
21/01/23   | 8328196653/health problem may 1 she call back to us              | No
21/01/23   | wrong number                                                     | No
21/01/23   | not interested                                                    | No
21/01/23   | not answering /not answering/NOT ANSWERING/CALL BACK              | No
21/01/23   | wrong details                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | NOT interested                                                   | No
21/01/23   | interested/BUSY                                                  | Yes
21/01/23   | not interested                                                    | No
21/01/23   | interested                                                        | Yes
21/01/23   | not answering/ busy/NOT ANSWERING/N.A                             | No
21/01/23   | interested/NA                                                    | Yes
21/01/23   | not answering /busy                                              | No
21/01/23   | NOT INTERESTED                                                   | No
21/01/23   | SWITCHED OFF/OUT OF SERVICES                                      | No
21/01/23   | NOT INTERESTED                                                   | No
21/01/23   | NOT INTERESTED                                                   | No
21/01/23   | INTERESTED/DIPLOMA                                               | Yes
21/01/23   | interested/NA/busy/BUSY                                          | Yes
21/01/23   | interested/NA                                                   | Yes
21/01/23   | not answering /switch off/SWITCH OFF                              | No
21/01/23   | interested                                                        | Yes
21/01/23   | NOT INTERESTED                                                   | No
21/01/23   | NOT INTERESTED                                                   | No
21/01/23   | not answering                                                    | No
21/01/23   | looking for online                                               | Yes
21/01/23   | call back later/not answering/CALL BACK                          | Yes
21/01/23   | LOOKING FOR ONLINE                                               | Yes
21/01/23   | not answering/NOT ANSWERING/N.A                                   | No
21/01/23   | not interested                                                    | No
21/01/23   | out of services                                                  | No
21/01/23   | not answering/CALL BACK 12:30/N.A                                | Yes
21/01/23   | not interested                                                    | No
21/01/23   | not answering/INTERESTED                                         | Yes
21/01/23   | planning after march/BUSY                                        | Yes
21/01/23   | not interested                                                    | No
21/01/23   | ALREADY JOINED                                                   | No
21/01/23   | EVNG 6PM CALL BACK/not answering/NOT ANSWERING/B.Y                | Yes
21/01/23   | interested                                                        | Yes
21/01/23   | interested/busy/BUSY/BUSY                                        | Yes
21/01/23   | looking for online                                               | Yes
21/01/23   | interested/NA/busy/N.A                                          | Yes
21/01/23   | not answering/learning course                                     | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | uneducated                                                       | No
21/01/23   | Interested/planning to take course                               | Yes
21/01/23   | call back to 16 march                                            | Yes
21/01/23   | not answering/busy/NOT ANSWERING/N.A                             | No
21/01/23   | looking for only dot net                                         | Yes
21/01/23   | doesnt exist                                                     | No
21/01/23   | intermediate                                                     | No
21/01/23   | no incoming/out of services                                      | No
21/01/23   | BUSY/busy/ABROAD PLANNING                                        | No
21/01/23   | ALREADY JOINED                                                   | No
21/01/23   | visited on 21st feb                                              | Yes
21/01/23   | OUT OF STATION/busy/BUSY/BUSY                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | not answering/driving call again later/N,A /NOT INTERESTED        | No
21/01/23   | vist on tuesday/NA                                               | Yes
21/01/23   | visited on 25th feb/NA/BUSY                                      | Yes
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | looking for online course                                         | Yes
21/01/23   | looking for online course                                         | Yes
21/01/23   | not interested                                                    | No
21/01/23   | interested/NA                                                     | Yes
21/01/23   | interested/NA/busy/N.A                                           | Yes
21/01/23   | not answering/she is busy call back/NO RESPONSE                   | No
21/01/23   | NO RESPONSE/not answering                                         | No
21/01/23   | NO INCOMING/out of services                                      | No
21/01/23   | not interested                                                    | No
21/01/23   | busy at the moment/busy/BUSY                                      | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | NO INCOMING/no incoming                                          | No
21/01/23   | looking for online course                                         | Yes
21/01/23   | not interested                                                    | No
21/01/23   | not answering/cut the call/BUSY                                   | No
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | switched off/INTERESTED                                           | No
21/01/23   | not interested                                                    | No
21/01/23   | NOT ANSWERING/not answering/INTERESTED                            | Yes
21/01/23   | NOT ANSWERING/not interested                                      | No
21/01/23   | call back later/busy/CB/BUSY                                      | Yes
21/01/23   | not interested                                                    | No
21/01/23   | not interested                                                    | No
21/01/23   | looking for online course                                         | Yes
21/01/23   | NOT ANSWERING/NA/NA/SWITCH OFF/BUSY                               | No
21/01/23   | NOT ANSWERING/NA/NA/NA                                           | No
21/01/23   | enrolled                                                         | Yes
21/01/23   | 20th march/NA/2017 PASSOUT                                       | Yes
21/01/23   | FSWD                                                            | Yes
21/01/23   | switchedoff/out of network/switch off/S.F                         | No
21/01/23   | not answering/busy/not answering/N.A                              | No
21/01/23   | not answering/busy/interested                                     | No
21/01/23   | not answering                                                    | No
21/01/23   | interested/CB/call back                                          | Yes
21/01/23   | NOT INTERESTED                                                  | No
21/01/23   | interested/not answering/NOT ANSWERING/N.A                         | No
21/01/23   | not interested                                                    | No
21/01/23   | visited on 15th march/cut the call/                               | No
21/01/23   | NO INCOMING                                                     | No
21/01/23   | not answering/not answering/JOINED ANOTHER CENTER                 | No
21/01/23   | NOT INTERESTED                                                  | No
21/01/23   | NOT INTERESTED                                                  | No
21/01/23   | WILL CALL BACK/interested                                         | Yes
21/01/23   | NOT INTERESRED                                                  | No
21/01/23   | WRONG DETAILS                                                    | No
21/01/23   | APRIL/NA/not answering/N.A                                       | No
21/01/23   | LOOKING FOR ONLINE                                               | Yes
21/01/23   | VISITING APRIL LAST/busy/BUSY                                    | No
21/01/23   | NOT ANSWERING/not connecting/BUSY/N.A                             | No
21/01/23   | NOT ANSWERING/HINDI,CALL BACK/NOT RESPONSE                        | No
21/01/23   | NOT ANSWERING/busy/BUSY/SWITCHOFF                               | No
